1.259309e+003;2.905567e+000
1.260273e+003;2.845899e+000
1.261237e+003;2.828774e+000
1.262201e+003;2.845734e+000
1.263166e+003;2.808566e+000
1.264130e+003;2.718913e+000
1.265094e+003;2.661288e+000
1.266058e+003;2.651743e+000
1.267023e+003;2.643925e+000
1.267987e+003;2.616097e+000
1.268951e+003;2.593028e+000
1.269915e+003;2.569923e+000
1.270880e+003;2.508967e+000
1.271844e+003;2.416640e+000
1.272808e+003;2.331835e+000
1.273772e+003;2.262962e+000
1.274737e+003;2.196718e+000
1.275701e+003;2.131210e+000
1.276665e+003;2.072203e+000
1.277629e+003;2.013921e+000
1.278594e+003;1.947600e+000
1.279558e+003;1.878312e+000
1.280522e+003;1.815620e+000
1.281486e+003;1.758390e+000
1.282451e+003;1.700589e+000
1.283415e+003;1.643220e+000
1.284379e+003;1.590798e+000
1.285343e+003;1.542200e+000
1.286308e+003;1.493326e+000
1.287272e+003;1.444693e+000
1.288236e+003;1.399598e+000
1.289200e+003;1.357677e+000
1.290165e+003;1.316007e+000
1.291129e+003;1.274431e+000
1.292093e+003;1.235077e+000
1.293057e+003;1.198048e+000
1.294022e+003;1.161568e+000
1.294986e+003;1.125416e+000
1.295950e+003;1.090914e+000
1.296914e+003;1.058199e+000
1.297879e+003;1.026272e+000
1.298843e+003;9.951751e-001
1.299807e+003;9.657875e-001
1.300771e+003;9.378464e-001
1.301736e+003;9.101839e-001
1.302700e+003;8.826975e-001
1.303664e+003;8.563668e-001
1.304628e+003;8.315151e-001
1.305593e+003;8.075508e-001
1.306557e+003;7.842350e-001
1.307521e+003;7.618828e-001
1.308485e+003;7.403801e-001
1.309450e+003;7.191871e-001
1.310414e+003;6.982817e-001
1.311378e+003;6.781250e-001
1.312342e+003;6.587556e-001
1.313307e+003;6.397932e-001
1.314271e+003;6.212409e-001
1.315235e+003;6.034628e-001
1.316199e+003;5.864229e-001
1.317164e+003;5.697044e-001
1.318128e+003;5.532393e-001
1.319092e+003;5.373467e-001
1.320056e+003;5.220827e-001
1.321021e+003;5.071862e-001
1.321985e+003;4.926104e-001
1.322949e+003;4.785273e-001
1.323913e+003;4.648411e-001
1.324878e+003;4.512578e-001
1.325842e+003;4.378269e-001
1.326806e+003;4.249083e-001
1.327770e+003;4.125983e-001
1.328735e+003;4.006389e-001
1.329699e+003;3.888699e-001
1.330663e+003;3.773553e-001
1.331627e+003;3.660760e-001
1.332592e+003;3.549100e-001
1.333556e+003;3.439089e-001
1.334520e+003;3.332303e-001
1.335484e+003;3.228216e-001
1.336449e+003;3.125058e-001
1.337413e+003;3.023375e-001
1.338377e+003;2.925319e-001
1.339341e+003;2.830841e-001
1.340306e+003;2.737919e-001
1.341270e+003;2.646151e-001
1.342234e+003;2.556792e-001
1.343198e+003;2.469565e-001
1.344163e+003;2.382773e-001
1.345127e+003;2.296443e-001
1.346091e+003;2.212365e-001
1.347055e+003;2.131031e-001
1.348020e+003;2.051396e-001
1.348984e+003;1.973443e-001
1.349948e+003;1.898228e-001
1.350912e+003;1.825451e-001
1.351877e+003;1.753796e-001
1.352841e+003;1.683575e-001
1.353805e+003;1.616362e-001
1.354769e+003;1.551963e-001
1.355734e+003;1.488421e-001
1.356698e+003;1.425181e-001
1.357662e+003;1.363752e-001
1.358626e+003;1.304908e-001
1.359591e+003;1.247535e-001
1.360555e+003;1.190596e-001
1.361519e+003;1.134022e-001
1.362483e+003;1.077395e-001
